sku,warehouse,quantity,unit_cost,last_restocked
ABC-942435-A,WH-AS-03,423,516.15,10-10-2025
GH-027225-C,WH-AS-01,554,174.24,09/30/2025
ABC-942435-A,WH US 03,455,510.99,10/21/2025
YZ-401156-A,WH-EU-01,862,$91.08,"October 25, 2025"
QR-525902-RS,WH-EU-03,373,530.70,"October 20, 2025"
KL-566579-RS,WH-EU-01,502,134.33,10/03/2025
GH-913804-B,WH-US-02,367,91.60,"October 14, 2025"
AB-075441-C,WH-AS-03,884,413.66,10/07/2025
CD-324232-W,WH-US-03,112,307.71,2025-10-26
EF-090814-C,WH-US-02,487,$361.75,04-10-2025
GH-913804-B,WH-AS-01,147,100.15,23-10-2025
AB-589508-U,WH-AS-01,536,$192.34,"October 22, 2025"
GH-404906-UV,WH US 02,448,$338.10,2025-10-06
MN-801581-W,WH-AS-03,741,427.59,"October 22, 2025"
ST-883554-B,WH-EU-02,470,238.01,"October 11, 2025"
UV-821391-UV,WH-AS-01,645,519.87,"September 29, 2025"
GHI-255801-RS,WH-AS-02,383,$237.21,"October 10, 2025"
YZ-380580-U,WH-EU-03,510,460.90,05-10-2025
OP-068136-W,WH-EU-01,69,$516.84,2025-10-15
GH-161265-B,WH-EU-03,521,266.51,2025-10-18
GH-399591-V,WH-US-03,628,527.25,30-09-2025
YZ-947279-R,WH-AS-01,486,$262.58,06-10-2025
A8C-651810-C,WH-US-02,636,36.79,2025-10-26
MN-244962-Z,WH-AS-03,157,142.67,10/13/2025
QR-806934-B,WH-AS-03,119,$266.23,"October 24, 2025"
ABC-166840-Y,WH-AS-03,11,142.79,10/13/2025
QR-369203-B,WH-US-02,337,938.55,"October 24, 2025"
AB-714328-C,WH-US-02,535,286.46,11-10-2025
KL-646414-A,WH-US-01,171,309.32,11-10-2025
WX-299830-T,WH-AS-03,265,350.99,"October 24, 2025"
EF-090814-C,WH-EU-03,179,$239.01,09/29/2025
MN-441869-B,WH-EU-01,683,$491.28,18-10-2025
GH-027225-C,WH-EU-03,214,169.54,"October 02, 2025"
QR-849749-ST,WH-EU-01,2132,$164.90,17-10-2025
AB-701305-ST,WH-EU-02,1073,843.90,"October 18, 2025"
CD-241174-ST,WH-AS-01,206,265.07,09/30/2025
QR-849749-ST,WH-US-01,200,166.24,"May 22, 2025"
QR-486100-U,WH-US-01,375,$114.65,2025-10-12
WX-299830-T,WH-EU-01,790,$600.77,10/22/2025
KL-398382-R,WH-AS-02,436,200.29,2025-10-16
UV-292369-T,WH-AS-01,243,367.11,26-10-2025
ABC-842204-B,WH-EU-03,708,271.90,"October 09, 2025"
WX-606397-U,WH-AS-03,513,95.40,08-10-2025
EF-620176-X,WH-AS-02,224,$67.30,2025-10-09
UV-488575-Y,WH-EU-01,398,334.85,"October 21, 2025"
ABC-232148-Y,WH-EU-01,807,479.58,"October 06, 2025"
KL-278932-Z,WH-EU-03,209,$511.78,15-10-2025
QR-784300-A,WH-EU-02,231,$243.06,10/09/2025
QR-257787-U,WH-AS-01,540,383.75,10/06/2025
ABC-589153-R,WH-US-03,608,385.71,10/22/2025
MN-563336-Y,WH-US-03,984,350.83,"October 17, 2025"
EF-893697-T,WH-US-01,574,$524.11,2025-10-10
MN-721892-B,WH-US-03,801,229.82,10/10/2025
MN-566427-T,WH-US-03,572,285.38,09/28/2025
YZ-380580-U,WH-AS-02,941,128.09,02-10-2025
DEF-300105-X,WH-EU-01,517,169.98,"October 10, 2025"
QR-257787-U,WH-US-02,955,$389.49,"October 07, 2025"
DEF-150811-V,WH-EU-01,813,483.19,10/14/2025
CD-241174-ST,WH-EU-02,240,$458.48,02-10-2025
GHI-528276-UV,WH-EU-03,572,449.93,2025-09-29
MN-531458-V,WH-EU-01,293,268.64,10/01/2025
GH-985539-UV,WH-AS-01,"1,904",192.71,2025-10-25
ST-978017-B,WH-AS-01,156,103.30,28-09-2025
WX-611805-Z,WH-US-03,803,330.02,14-10-2025
GH-077819-Z,WH-AS-02,379,$520.95,"September 30, 2025"
CD-943590-W,WH-AS-03,575,218.67,"October 06, 2025"
OP-175389-X,WH-US-03,824,155.44,10/03/2025
WX-460381-UV,WH-US-02,20,182.73,03-10-2025
MN-958492-A,WH-EU-02,198,193.31,23-10-2025
GH-404906-UV,WH US 03,354,348.54,"September 27, 2025"
CD-845151-W,WH-EU-02,86,302.46,13-10-2025
OP-907604-T,WH-EU-02,396,299.85,09/29/2025
QR-525902-RS,WH-AS-02,1277,530.60,2025-05-23
QR-257787-U,WH-US-02,718,$400.19,11-10-2025
ST-532756-V,WH-EU-02,93,164.37,2025-10-07
EF-620176-X,WH-US-01,353,63.61,2025-10-22
MN-441869-B,WH-US-02,587,$522.41,"October 12, 2025"
KL-691855-S,WH-EU-02,340,432.69,10/11/2025
ST-426800-Z,WH-US-02,302,114.61,2025-10-21
EF-049050-B,WH-EU-02,3,379.08,"October 24, 2025"
CD-241062-S,WH-AS-02,220,$457.53,26-10-2025
KL-566579-RS,WH-US-01,609,125.73,2025-10-01
IJ-573092-R,WH-AS-01,777,473.28,18-10-2025
MN-244962-Z,WH-AS-02,389,142.15,20-10-2025
GHI-255801-RS,WH-AS-01,164,132.00,09/30/2025
EF-995967-B,WH-AS-03,564,199.83,10/03/2025
KL-278932-Z,WH EU 01,289,$499.27,"October 09, 2025"
OP-175389-X,WH-EU-01,490,$163.85,2025-10-16
YZ-713526-ST,WH-US-01,493,$353.75,2025-09-28
CD-766179-Y,WH-EU-02,326,428.47,22-10-2025
CD-902393-W,WH-AS-01,422,504.41,2025-09-30
ABC-166840-Y,WH-AS-01,1053,232.44,13-10-2025
CD-241174-ST,WH-AS-03,1476,126.69,06/22/2025
ABC-942435-A,WH-US-01,12,512.89,2025-10-12
ABC-363479-C,WH-EU-03,232,136.74,21-05-2025
QR-849749-ST,WH-AS-03,554,89.99,10/23/2025
GH-077819-Z,WH-EU-02,453,559.04,"September 27, 2025"
YZ-284060-UV,WH-AS-03,294,81.80,2025-10-05
ABC-651810-C,WH-AS-02,14,$17.96,18-07-2025
GH-985539-UV,WH-AS-02,106,181.26,07-10-2025
DEF-150811-V,WH-AS-01,897,460.38,10/20/2025
KL-533342-UV,WH-US-02,333,$59.40,2025-10-24
OP-068136-W,WH-AS-02,426,529.96,16-10-2025
ABC-343027-X,WH-US-02,629,167.38,13-10-2025
ABC-363479-C,WH-EU-03,232,136.74,21-05-2025
QR-530959-Y,WH-EU-01,57,$545.12,10/12/2025
KL-566579-RS,WH-AS-02,1207,126.79,2025-10-07
ST-582343-T,WH-AS-03,419,195.63,"September 29, 2025"
ABC-166840-Y,WH-EU-01,459,$138.63,25-10-2025
CD-845151-W,WH-EU-03,257,313.70,2025-10-12
MN-268095-R,WH-US-03,504,$370.83,10/26/2025
KL-533342-UV,WH-US-03,633,56.11,10/11/2025
OP-234752-R,WH-US-02,496,550.99,"October 23, 2025"
OP-811620-V,WH-EU-03,636,$508.73,10/19/2025
GH-054045-B,WH-EU-02,218,$520.65,12-10-2025
YZ-279085-UV,WH-AS-03,421,$504.29,2025-10-25
QR-702474-Y,WH-EU-03,872,316.06,17-10-2025
GH-077819-Z,WH-EU-02,120,541.21,"October 26, 2025"
IJ-259607-C,WH-US-01,560,$532.44,01-10-2025
EF-579856-V,WH-EU-02,406,248.08,30-09-2025
CD-324232-W,WH-US-02,761,323.32,10/07/2025
MN-958492-A,WH-AS-01,629,197.41,10/21/2025
IJ-278312-S,WH-US-02,313,319.76,10/12/2025
QR-784300-A,WH-US-03,182,261.78,2025-10-04
EF-010767-Y,WH-US-02,306,77.29,05-10-2025
GH-968096-X,WH-AS-01,880,230.21,03-10-2025
GHI-856662-S,WH-AS-01,109,440.24,2025-09-29
DEF-150811-V,WH-EU-01,575,462.95,2025-05-27
ST-532756-V,WH-AS-02,479,$154.37,"October 15, 2025"
WX-922406-ST,WH-AS-02,1207,282.52,2025-10-25
ABC-372507-X,WH-EU-02,244,$736.83,26-10-2025
AB-714328-C,WH-EU-01,425,$294.53,10/12/2025
YZ-401156-A,WH-US-01,98,163.61,10/16/2025
ABC-343027-X,WH-AS-03,634,276.39,10/13/2025
MN-703258-C,WH-AS-02,471,477.75,"October 17, 2025"
GH-715825-UV,WH-EU-03,593,149.88,19-10-2025
MN-566427-T,WH-AS-03,20,295.77,10/24/2025
MN-451770-RS,WH-US-03,348,226.38,10/12/2025
IJ-278312-S,WH-AS-01,377,336.67,"October 05, 2025"
GH-027225-C,WH-AS-03,409,$171.66,"October 13, 2025"
AB-758168-UV,WH-US-03,409,206.15,2025-09-30
QR-806934-B,WH-US-02,412,264.94,10/01/2025
MN-451770-RS,WH-US-02,477,234.74,"October 09, 2025"
DEF-300105-X,WH-US-03,574,$173.21,09/28/2025
IJ-669061-V,WH-US-01,109,406.07,28-09-2025
EF-893697-T,WH-EU-03,1977,535.65,09/28/2025
GH-920641-V,WH-US-01,342,150.70,"October 07, 2025"
ABC-942435-A,WH-AS-01,105,$544.46,10/14/2025
OP-175389-X,WH-US-02,155,158.84,10/08/2025
OP-280766-T,WH-AS-01,682,53.57,10/14/2025
1J-451664-T,WH-US-01,185,34.68,07-10-2025
KL-566579-RS,WH-EU-03,862,131.02,23-10-2025
DEF-367643-V,WH-EU-01,672,374.03,"October 24, 2025"
QR-369203-B,WH-EU-01,462,459.64,10/17/2025
CD-901300-Y,WH-US-02,731,307.45,06-10-2025
GHI-833291-UV,WH-AS-03,531,283.22,2025-10-17
WX-460381-UV,WH-AS-01,93,176.50,10/20/2025
ABC-490710-ST,WH-AS-01,167,505.73,13-10-2025
CD-766179-Y,WH-AS-01,514,433.95,"October 11, 2025"
QR-784300-A,WH-US-03,449,242.81,10/15/2025
OP-280766-T,WH-US-03,258,98.95,"October 08, 2025"
ABC-690305-A,WH-EU-01,128,$25.08,"October 06, 2025"
EF-090814-C,WH-US-02,481,237.21,24-10-2025
WX-171555-W,WH-EU-01,227,137.39,2025-10-01
OP-718870-W,WH-US-03,444,$29.93,"October 03, 2025"
GH-079898-UV,WH-AS-01,250,472.67,13-10-2025
YZ-281746-S,WH-EU-03,829,340.26,2025-10-04
IJ-573092-R,WH-AS-03,806,449.68,09/29/2025
GHI-415850-UV,WH-EU-02,252,256.99,14-10-2025
OP-068136-W,WH-US-03,349,505.37,10/01/2025
OP-280766-T,WH-AS-01,680,99.96,"October 17, 2025"
MN-721892-B,WH-EU-03,83,232.72,"September 27, 2025"
OP-175389-X,WH-AS-02,137,153.88,"October 18, 2025"
OP-811620-V,WH-EU-03,572,838.84,12-10-2025
ST-426800-Z,WH-US-03,252,118.71,10/17/2025
CD-766179-Y,WH-US-03,1102,$415.83,10-10-2025
IJ-286577-V,WH-AS-01,285,355.09,10/01/2025
GH-261735-U,WH AS 03,149,$837.69,10/24/2025
IJ-278312-S,WH-AS-01,444,325.54,16-10-2025
AB-319635-V,WH-AS-02,108,$143.05,10/18/2025
EF-620176-X,WH AS 01,117,65.35,"October 26, 2025"
YZ-281746-S,WH-US-03,1563,325.06,10/18/2025
MN-958492-A,WH US 01,489,184.29,2025-10-25
IJ-573092-R,WH-US-03,728,467.69,10/23/2025
OP-068136-W,WH-EU-01,63,538.29,2025-10-03
KL-398382-R,WH-EU-02,248,200.23,10/08/2025
EF-090814-C,WH-US-03,378,235.64,2025-10-08
EF-793495-R,WH-AS-02,234,$492.20,"October 24, 2025"
EF-465656-RS,WH-US-03,488,$243.16,15-10-2025
ABC-589153-R,WH-EU-03,617,404.09,2025-10-09
YZ-947279-R,WH-US-03,806,$258.76,08-10-2025
MN-703258-C,WH-US-02,174,$505.29,"October 05, 2025"
IJ-979593-W,WH-AS-01,251,157.47,2025-10-02
DEF-367643-V,WH-US-02,55,$608.43,2025-10-24
QR-806934-B,WH-AS-02,187,401.43,09-10-2025
YZ-281746-S,WH-AS-01,88,320.94,"October 12, 2025"
GHI-993842-Z,WH-US-03,725,$20.51,2025-10-12
IJ-573092-R,WH-EU-02,119,843.91,2025-10-04
CD-004717-W,WH-AS-02,139,$145.80,05/31/2025
DEF-709446-U,WH-US-01,392,77.33,2025-10-18
MN-418821-W,WH-AS-01,487,425.93,"October 25, 2025"
GH-077819-Z,WH EU 01,100,895.52,10/25/2025
QR-784300-A,WH-US-01,229,255.21,10/24/2025
AB-629038-W,WH-EU-02,173,246.59,2025-10-20
WX-634052-V,WH-AS-02,"1,818",350.02,16-10-2025
UV-458592-A,WH-US-02,296,448.16,2025-10-12
AB-701305-ST,WH-AS-03,1034,466.85,"September 27, 2025"
DEF-709446-U,WH-EU-01,204,$143.64,2025-10-24
DEF-127882-U,WH-US-02,647,221.18,"October 24, 2025"
QR-702474-Y,WH EU 01,286,$161.22,"October 16, 2025"
5T-582343-T,WH-EU-02,143,$361.84,"October 07, 2025"
CD-324232-W,WH-EU-01,973,307.54,05-10-2025
ABC-589153-R,WH-AS-02,175,614.67,2025-10-02
GH-064556-X,WH-AS-03,459,558.89,2025-10-15
IJ-443374-T,WH-US-01,946,398.82,10/14/2025
DEF-300105-X,WH-US-03,601,$99.39,07-10-2025
AB-319635-V,WH-US-02,14,$141.81,"October 05, 2025"
QR-530959-Y,WH-US-03,624,544.97,"October 08, 2025"
GHI-856662-S,WH-US-02,133,427.55,10/15/2025
GHI-833291-UV,WH-EU-03,962,$281.95,10/13/2025
MN-418821-W,WH-EU-03,15,258.95,10/26/2025
ABC-223086-UV,WH-EU-03,2045,$338.03,10/18/2025
OP-424389-S,WH-EU-02,3,52.30,2025-06-21
CD-097781-B,WH-US-01,397,355.77,27-09-2025
GHI-505740-U,WH-US-01,655,$200.54,10/18/2025
GH-027225-C,WH-AS-01,10,173.26,11-07-2025
DEF-300105-X,WH-AS-02,258,$279.24,27-09-2025
GH-968096-X,WH-EU-02,1486,220.91,21-10-2025
YZ-705314-B,WH-EU-02,221,544.44,2025-10-22
DEF-127882-U,WH-AS-03,717,223.73,"October 08, 2025"
MN-531458-V,WH-AS-01,714,268.73,2025-10-16
YZ-281746-S,WH-AS-03,1023,320.24,10/23/2025
CD-324232-W,WH-US-03,173,302.66,10/22/2025
ABC-166840-Y,WH-US-02,365,137.96,2025-07-07
KL-778236-Y,WH-EU-01,681,175.85,10/08/2025
CD-241174-ST,WH-AS-01,230,265.07,09/30/2025
MN-563336-Y,WH-US-03,984,$356.21,"October 17, 2025"
OP-907604-T,WH-US-03,1031,283.15,12-10-2025
UV-488575-Y,WH-US-02,336,$169.31,"October 15, 2025"
WX-220684-B,WH-US-02,623,452.26,02-10-2025
KL-778236-Y,WH-US-03,750,$332.23,10/19/2025
UV-251280-V,WH-AS-03,1907,355.66,2025-10-05
GH-079898-UV,WH US 03,901,456.72,17-10-2025
YZ-401156-A,WH-US-01,126,172.24,2025-10-04
ST-252083-R,WH-AS-01,692,45.69,"October 05, 2025"
MN-531458-V,WH-AS-01,"3,390",262.75,10/18/2025
EF-465656-RS,WH-EU-03,178,$262.83,10/11/2025
GHI-847721-X,WH-EU-01,210,$406.95,"October 10, 2025"
ABC-942435-A,WH-EU-02,364,546.48,2025-10-13
QR-702474-Y,WH-US-02,938,169.24,2025-10-19
ABC-651810-C,WH-AS-02,457,33.31,"October 01, 2025"
KL-831555-B,WH-US-03,228,445.13,10/15/2025
CD-650468-S,WH-US-03,238,55.21,2025-10-12
MN-958492-A,WH-EU-01,162,186.81,02-10-2025
DEF-555816-V,WH-AS-01,939,423.43,09/28/2025
MN-801581-W,WH-AS-03,791,430.99,2025-10-12
WX-299830-T,WH-US-03,127,339.34,10/06/2025
ABC-223086-UV,WH-AS-01,12,$342.58,10/20/2025
MN-451770-RS,WH-US-02,628,228.48,"October 23, 2025"
GH-985539-UV,WH-US-01,2314,$192.12,10/06/2025
GHI-856662-S,WH EU 01,583,$432.82,10/06/2025
AB-075441-C,WH-EU-03,259,415.57,"October 11, 2025"
OP-921659-A,WH US 01,15,477.16,2025-10-23
ST-642390-RS,WH-AS-01,264,411.52,"October 04, 2025"
IJ-259607-C,WH AS 01,962,503.35,2025-10-06
GHI-163316-U,WH-EU-03,489,554.65,2025-10-14
ABC-690305-A,WH-AS-02,991,$28.78,20-10-2025
AB-714328-C,WH-US-01,740,280.87,2025-10-24
MN-268095-R,WH-US-01,1000,$368.61,27-09-2025
UV-981110-V,WH-US-03,417,157.64,27-09-2025
OP-172339-Y,WH-AS-03,863,$504.33,07/09/2025
MN-958492-A,WH-EU-02,198,193.31,23-10-2025
ABC-002773-Z,WH-AS-01,506,198.94,12-10-2025
GH-371858-RS,WH-AS-01,296,363.65,"October 05, 2025"
DEF-555816-V,WH-AS-02,349,732.68,10/15/2025
KL-566579-RS,WH AS 01,321,130.07,05/30/2025
DEF-300105-X,WH-US-01,459,163.96,"October 10, 2025"
GHI-505740-U,WH-AS-03,357,339.46,10/21/2025
QR-907339-S,WH-US-03,492,285.89,21-10-2025
EF-897865-U,WH-US-03,158,510.98,14-10-2025
MN-161263-W,WH-US-03,553,99.14,02-10-2025
GH-779480-Z,WH-EU-03,796,510.87,10/03/2025
MN-753470-W,WH-AS-01,411,542.92,20-10-2025
ABC-363479-C,WH-EU-01,468,273.97,2025-10-24
AB-796667-RS,WH-US-01,360,21.86,10/06/2025
ABC-363479-C,WH-EU-02,115,258.36,"October 06, 2025"
KL-566579-RS,WH-AS-01,305,127.54,15-10-2025
IJ-669061-V,WH-EU-02,490,676.81,2025-09-30
MN-099907-S,WH-AS-03,579,450.85,17-10-2025
GH-079898-UV,WH-US-02,803,454.74,10/23/2025
UV-251280-V,WH-US-02,435,350.56,2025-10-10
AB-589508-U,WH-US-02,604,190.61,2025-10-13
DEF-875244-Z,WH-US-01,402,542.91,2025-10-06
GH-779480-Z,WH-US-01,783,526.71,22-10-2025
GH-077819-Z,WH-AS-01,275,$826.34,09/27/2025
MN-563336-Y,WH-AS-03,492,360.70,29-09-2025
QR-736911-UV,WH-AS-01,316,418.30,24-10-2025
GH-402124-ST,WH-US-02,272,106.13,2025-10-07
EF-893697-T,WH-AS-03,442,559.71,2025-07-06
UV-821391-UV,WH-US-01,131,$489.39,"October 21, 2025"
YZ-947279-R,WH-EU-01,6,156.79,2025-07-02
QR-486100-U,WH-AS-01,873,61.10,10/16/2025
GH-399591-V,WH-EU-02,297,497.99,11-10-2025
GH-371858-RS,WH-US-01,"3,257",363.13,18-10-2025
DEF-127882-U,WH-EU-02,276,232.10,29-09-2025
EF-090814-C,WH-AS-03,455,233.40,29-09-2025
CD-053578-A,WH-AS-01,56,276.76,15-05-2025
IJ-259607-C,WH-AS-01,950,543.17,04-10-2025
ABC-490710-ST,WH-US-01,299,170.99,"October 21, 2025"
OP-608040-A,WH-EU-01,1053,549.98,29-09-2025
UV-821391-UV,WH-EU-03,18,497.41,"October 25, 2025"
UV-821391-UV,WH-US-01,852,505.86,10/12/2025
GH-920641-V,WH-EU-01,897,149.91,10/19/2025
IJ-135628-B,WH-US-03,548,$535.23,2025-10-15
GH-064556-X,WH-AS-02,201,571.58,01-10-2025
EF-049050-B,WH-EU-01,3911,$396.09,2025-10-04
CD-845151-W,WH-AS-02,175,321.46,09/30/2025
EF-995967-B,WH-US-03,404,317.04,10/01/2025
EF-620176-X,WH-US-01,1478,62.42,"October 13, 2025"
AB-617886-Z,WH-EU-03,322,$498.99,2025-10-20
GHI-833291-UV,WH-AS-03,17,286.60,2025-10-15
WX-460381-UV,WH-EU-03,133,$179.26,"October 12, 2025"
EF-639720-B,WH-EU-03,971,270.36,2025-10-19
QR-525902-RS,WH-US-02,496,$521.81,10/13/2025
QR-369203-B,WH-AS-02,459,460.67,10/22/2025
GH-098251-X,WH-AS-03,315,279.98,"October 05, 2025"
KL-561086-C,WH-US-01,533,$336.52,10/20/2025
GH-098251-X,WH-US-01,219,264.00,10/16/2025
AB-098793-UV,WH-US-01,296,112.41,17-10-2025
UV-654425-W,WH-US-03,334,290.55,25-10-2025
KL-566579-RS,WH-EU-01,1761,$48.93,2025-10-19
ST-582343-T,WH-EU-01,454,337.78,10/08/2025
CD-901300-Y,WH-AS-02,225,303.31,2025-07-17
YZ-380580-U,WH-US-02,188,254.82,10/05/2025
ABC-363479-C,WH-US-02,361,257.61,10/05/2025
WX-220684-B,WH-US-03,1369,467.90,10/01/2025
GH-064556-X,WH-AS-01,391,560.06,10/12/2025
KL-609792-V,WH-AS-03,451,551.21,12-10-2025
GH-261735-U,WH-EU-03,1443,$511.40,10/22/2025
MN-382913-X,WH-EU-02,1585,$289.88,2025-10-26
EF-579856-V,WH-AS-02,334,230.23,03-10-2025
YZ-279085-UV,WH-EU-02,305,493.55,10/19/2025
OP-280766-T,WH-EU-01,286,94.24,10/21/2025
EF-540131-U,WH-EU-01,2544,$278.26,10/12/2025
GHI-993842-Z,WH-AS-02,663,23.61,29-09-2025
EF-893697-T,WH-AS-03,392,533.07,25-10-2025
CD-845151-W,WH-US-02,391,318.18,09/28/2025
GH-077819-Z,WH-EU-01,391,540.54,10/12/2025
ABC-372507-X,WH-AS-02,198,436.94,09/30/2025
KL-609792-V,WH-US-01,509,511.80,10/11/2025
ABC-363479-C,WH-US-03,781,260.57,10-10-2025
ST-426800-Z,WH-US-01,275,117.63,"October 16, 2025"
ST-883554-B,WH-AS-03,502,220.00,"September 28, 2025"
GHI-856662-S,WH-US-02,468,463.23,"September 29, 2025"
QR-736911-UV,WH-US-03,468,397.92,10/03/2025
GH-913804-B,WH-US-02,363,$93.01,"October 07, 2025"
ABC-363479-C,WH-EU-02,299,158.14,2025-10-12
ABC-626380-S,WH-EU-03,765,$939.80,2025-10-11
ABC-232148-Y,WH-AS-02,416,913.32,"October 21, 2025"
GHI-856662-S,WH-US-02,403,463.64,2025-10-13
DEF-667563-ST,WH AS 03,621,$467.77,2025-10-05
KL-566579-R5,WH-EU-03,1045,124.32,"October 11, 2025"
IJ-971733-UV,WH-US-02,704,$259.15,09/30/2025
MN-418821-W,WH-US-02,673,443.41,05-10-2025
IJ-535277-Y,WH-US-03,401,155.09,2025-10-26
OP-068136-W,WH-US-03,274,524.04,"October 20, 2025"
GH-779480-Z,WH-EU-01,551,529.28,"October 10, 2025"
ABC-223086-UV,WH-US-03,256,319.80,"September 30, 2025"
AB-098793-UV,WH-US-02,444,113.89,17-10-2025
GHI-847721-X,WH-US-03,564,$394.54,29-09-2025
CD-943590-W,WH-AS-01,595,$374.45,10/10/2025
WX-611805-Z,WH-EU-03,496,338.67,10-10-2025
IJ-573092-R,WH-AS-03,4,462.65,24-10-2025
OP-811620-V,WH-US-02,554,$511.60,"June 06, 2025"
GHI-163316-U,WH-US-01,653,529.52,2025-10-15
CD-053578-A,WH-AS-03,462,110.76,04-10-2025
ST-480434-W,WH-EU-03,695,278.62,09-10-2025
EF-893697-T,WH-US-02,301,538.25,21-10-2025
DEF-127882-U,WH-AS-03,2859,223.10,2025-10-13
QR-907339-S,WH-AS-01,956,515.43,2025-10-08
GH-371858-RS,WH-EU-01,231,137.33,"October 25, 2025"
ABC-166840-Y,WH-EU-02,245,$147.06,2025-10-09
DEF-555816-V,WH-EU-01,711,$254.02,10/17/2025
CD-650468-S,WH-AS-01,257,37.28,18-10-2025
GH-261735-U,WH-EU-02,450,$540.76,01-10-2025
ABC-232148-Y,WH-EU-01,691,$488.32,15-10-2025
MN-099907-S,WH-EU-01,1941,448.00,10/06/2025
GHI-993842-Z,WH-US-01,590,23.37,2025-10-01
GH-064556-X,WH-EU-01,281,$537.71,10/25/2025
IJ-669061-V,WH US 02,406,401.33,10/02/2025
ABC-343027-X,WH-AS-01,291,173.61,18-10-2025
GH-755717-UV,WH-EU-02,375,200.87,13-10-2025
QR-486100-U,WH-AS-03,655,61.62,"April 28, 2025"
ABC-942435-A,WH-EU-01,1055,545.11,09/30/2025
IJ-278312-S,WH-AS-01,420,335.42,10/17/2025
QR-530959-Y,WH-US-02,159,$556.43,10/07/2025
YZ-711219-C,WH-US-03,822,321.49,27-09-2025
DEF-127882-U,WH-US-02,448,94.03,"September 28, 2025"
AB-075441-C,WH-AS-03,884,413.66,10/07/2025
IJ-971733-UV,WH-US-01,666,259.50,01-10-2025
EF-639720-B,WH-AS-01,295,268.11,10/04/2025
DEF-555816-V,WH-AS-03,113,441.25,2025-10-07
MN-441869-B,WH-EU-01,728,$497.18,17-10-2025
UV-654425-W,WH AS 01,873,$300.81,"October 20, 2025"
IJ-773246-S,WH-AS-02,266,355.43,"October 16, 2025"
MN-268095-R,WH-AS-01,654,409.19,10/07/2025
GHI-255801-RS,WH US 03,463,229.61,10/03/2025
KL-609792-V,WH-US-02,1026,521.38,10/22/2025
OP-718870-W,WH US 03,475,89.54,26-10-2025
MN-531458-V,WH-US-02,2755,$279.66,"October 02, 2025"
MN-801581-W,WH-EU-01,3473,$433.70,"October 03, 2025"
OP-280766-T,WH-AS-01,537,99.96,"October 17, 2025"
QR-950314-UV,WH-AS-02,141,62.01,10/22/2025
OP-175389-X,WH-US-01,2023,150.52,10/15/2025
OP-921659-A,WH-AS-02,330,$930.57,"October 04, 2025"
EF-465656-RS,WH-EU-03,423,253.29,04-10-2025
OP-907604-T,WH EU 01,122,298.61,10/23/2025
QR-950314-UV,WH-AS-01,110,$126.39,10/26/2025
EF-995967-B,WH-EU-02,328,$190.56,10/02/2025
ABC-870634-V,WH-US-01,295,475.15,2025-09-30
OP-718870-W,WH-AS-01,731,86.42,16-10-2025
WX-611805-Z,WH-US-03,783,341.62,10/23/2025
GH-261735-U,WH-EU-01,746,$523.58,10-10-2025
GHI-993842-Z,WH-EU-03,582,22.97,2025-10-15
UV-251280-V,WH-EU-03,492,370.34,"October 12, 2025"
GH-920641-V,WH-US-02,424,$151.48,10/06/2025
GH-077819-Z,WH-AS-01,257,916.05,23-10-2025
CD-324232-W,WH-AS-01,336,316.48,2025-10-23
AB-796667-RS,WH-US-02,601,34.26,"October 01, 2025"
OP-234752-R,WH-US-03,347,505.83,09/29/2025
IJ-773246-S,WH-EU-01,11,352.22,03-10-2025
ABC-223086-UV,WH US 01,477,341.43,2025-10-18
CD-902393-W,WH-EU-02,834,523.37,18-10-2025
GHI-505740-U,WH-US-03,2052,$204.89,"October 24, 2025"
MN-268095-R,WH-AS-03,530,387.18,10/24/2025
CD-241174-ST,WH-EU-02,417,266.60,23-10-2025
CD-241062-S,WH-EU-01,1537,$445.53,2025-10-13
UV-840482-ST,WH-AS-01,720,324.91,24-10-2025
ABC-363479-C,WH-US-02,1459,265.77,"October 01, 2025"
MN-566427-T,WH-EU-01,439,$275.57,"October 11, 2025"
QR-486100-U,WH-AS-03,655,61.62,"April 28, 2025"
MN-099907-S,WH-AS-01,471,$468.11,2025-10-17
GH-779480-Z,WH-AS-02,447,552.58,"September 29, 2025"
CD-114668-A,WH-EU-01,624,173.49,10/16/2025
KL-533342-UV,WH-EU-02,479,54.82,"October 12, 2025"
WX-922406-ST,WH-US-02,238,268.28,"October 07, 2025"
UV-223955-B,WH-AS-03,184,455.40,"October 07, 2025"
IJ-979593-W,WH-US-02,1068,$159.04,10/13/2025
AB-701305-ST,WH-EU-02,1073,770.84,"October 18, 2025"
A8C-343027-X,WH-EU-02,357,172.82,2025-10-23
IJ-669061-V,WH-EU-03,547,387.63,03-05-2025
WX-606397-U,WH-AS-02,1304,90.26,01-10-2025
EF-010767-Y,WH-AS-03,403,78.78,10/15/2025
MN-418821-W,WH-AS-03,528,444.80,2025-10-05
1J-451664-T,WH-AS-01,158,$35.60,10/20/2025
AB-617886-Z,WH-US-03,338,481.46,30-09-2025
EF-090814-C,WH-AS-03,608,241.93,2025-10-02
CD-097781-B,WH-US-03,280,336.08,18-10-2025
MN-958492-A,WH-AS-03,630,297.46,2025-10-01
KL-925231-X,WH-US-03,189,256.67,2025-10-01
AB-319635-V,WH-EU-03,385,$150.26,"September 27, 2025"
DEF-709446-U,WH-AS-03,284,$149.17,10/22/2025
