transaction_id,user_id,country,amount,currency,date,status
TX0760,u1762,Mexico,"$6,200.00",USD,2026-05-24,Pending
TX0761,u1763,United States,"$3,600.00",USD,2026-05-25,Completed
TX0762,u1764,United Kingdom,"£3,100.00",GBP,2026-05-26,Failed
TX0763,u1765,Germany,"€3,200.00",EUR,2026-05-27,completed
TX0764,u1766,France,"4.200,00",EUR,2026-05-28,Pending
TX0765,u1767,Italy,"€3,000.00",EUR,2026-05-29,Completed
TX0766,u1768,Spain,"3.700,00",EUR,2026-05-30,Failed
TX0767,u1769,Portugal,"€2,800.00",EUR,2026-05-31,completed
TX0768,u1770,Netherlands,"3.800,00",EUR,2026-06-01,Pending
TX0769,u1771,Belgium,"€3,000.00",EUR,2026-06-02,Completed
TX0770,u1772,Austria,"€1,600.00",EUR,2026-06-03,Failed
TX0771,u1773,Japan,"¥1,350,000",JPY,2026-06-04,completed
TX0772,u1774,India,"₹560,000.00",INR,2026-06-05,Pending
TX0773,u1775,China,"¥320,000",JPY,2026-06-06,Completed
TX0774,u1776,South Korea,"₩13,000,000",KRW,2026-06-07,Failed
TX0775,u1777,United States,"$26,000.00",USD,2026-06-08,completed
TX0776,u1778,Canada,"CAD 15,000.00",CAD,2026-06-09,Pending
TX0777,u1779,Australia,"A$13,500.00",AUD,2026-06-10,Completed
TX0778,u1780,New Zealand,"NZ$6,000.00",NZD,2026-06-11,Failed
TX0779,u1781,Singapore,"S$16,000.00",SGD,2026-06-12,completed
TX0780,u1782,Malaysia,"RM 17,000.00",MYR,2026-06-13,Pending
TX0781,u1783,Thailand,"฿300,000",THB,2026-06-14,Completed
TX0782,u1784,Indonesia,"Rp 140,000,000",IDR,2026-06-15,Failed
TX0783,u1785,Philippines,"₱310,000",PHP,2026-06-16,completed
TX0784,u1786,Vietnam,"₫150,000,000",VND,2026-06-17,Pending
TX0785,u1787,Brazil,"R$ 15,000.00",BRL,2026-06-18,Completed
TX0786,u1788,Argentina,"ARS 170,000.00",ARS,2026-06-19,Failed
TX0787,u1789,Chile,"CLP 6,400,000",CLP,2026-06-20,completed
TX0788,u1790,Peru,"S/ 16,000.00",PEN,2026-06-21,Pending
TX0789,u1791,Colombia,"COP 29,000,000",COP,2026-06-22,Completed
TX0790,u1792,Mexico,"$6,400.00",USD,2026-06-23,Failed
TX0791,u1793,United States,"$3,700.00",USD,2026-06-24,completed
TX0792,u1794,United Kingdom,"£3,200.00",GBP,2026-06-25,Pending
TX0793,u1795,Germany,"€3,300.00",EUR,2026-06-26,Completed
TX0794,u1796,France,"4.300,00",EUR,2026-06-27,Failed
TX0795,u1797,Italy,"€3,100.00",EUR,2026-06-28,completed
TX0796,u1798,Spain,"3.800,00",EUR,2026-06-29,Pending
TX0797,u1799,Portugal,"€2,900.00",EUR,2026-06-30,Completed
TX0798,u1800,Netherlands,"3.900,00",EUR,2026-07-01,Failed
TX0799,u1801,Belgium,"€3,100.00",EUR,2026-07-02,completed
TX0800,u1802,Austria,"€1,650.00",EUR,2026-07-03,Pending
TX0801,u1803,Japan,"¥1,400,000",JPY,2026-07-04,Completed
TX0802,u1804,India,"₹580,000.00",INR,2026-07-05,Failed
TX0803,u1805,China,"¥330,000",JPY,2026-07-06,completed
TX0804,u1806,South Korea,"₩13,500,000",KRW,2026-07-07,Pending
TX0805,u1807,United States,"$27,000.00",USD,2026-07-08,Completed
TX0806,u1808,Canada,"CAD 15,500.00",CAD,2026-07-09,Failed
TX0807,u1809,Australia,"A$14,000.00",AUD,2026-07-10,completed
TX0808,u1810,New Zealand,"NZ$6,200.00",NZD,2026-07-11,Pending
TX0809,u1811,Singapore,"S$16,500.00",SGD,2026-07-12,Completed
TX0810,u1812,Malaysia,"RM 17,500.00",MYR,2026-07-13,Failed
TX0811,u1813,Thailand,"฿310,000",THB,2026-07-14,completed
TX0812,u1814,Indonesia,"Rp 145,000,000",IDR,2026-07-15,Pending
TX0813,u1815,Philippines,"₱320,000",PHP,2026-07-16,Completed
TX0814,u1816,Vietnam,"₫155,000,000",VND,2026-07-17,Failed
TX0815,u1817,Brazil,"R$ 15,500.00",BRL,2026-07-18,completed
TX0816,u1818,Argentina,"ARS 175,000.00",ARS,2026-07-19,Pending
TX0817,u1819,Chile,"CLP 6,600,000",CLP,2026-07-20,Completed
TX0818,u1820,Peru,"S/ 16,500.00",PEN,2026-07-21,Failed
TX0819,u1821,Colombia,"COP 30,000,000",COP,2026-07-22,completed
TX0820,u1822,Mexico,"$6,600.00",USD,2026-07-23,Pending
TX0821,u1823,United States,"$3,800.00",USD,2026-07-24,Completed
TX0822,u1824,United Kingdom,"£3,300.00",GBP,2026-07-25,Failed
TX0823,u1825,Germany,"€3,400.00",EUR,2026-07-26,completed
TX0824,u1826,France,"4.400,00",EUR,2026-07-27,Pending
TX0825,u1827,Italy,"€3,200.00",EUR,2026-07-28,Completed
TX0826,u1828,Spain,"3.900,00",EUR,2026-07-29,Failed
TX0827,u1829,Portugal,"€3,000.00",EUR,2026-07-30,completed
TX0828,u1830,Netherlands,"4.000,00",EUR,2026-07-31,Pending
TX0829,u1831,Belgium,"€3,200.00",EUR,2026-08-01,Completed
TX0830,u1832,Austria,"€1,700.00",EUR,2026-08-02,Failed
TX0831,u1833,Japan,"¥1,450,000",JPY,2026-08-03,completed
TX0832,u1834,India,"₹600,000.00",INR,2026-08-04,Pending
TX0833,u1835,China,"¥340,000",JPY,2026-08-05,Completed
TX0834,u1836,South Korea,"₩14,000,000",KRW,2026-08-06,Failed
TX0835,u1837,United States,"$28,000.00",USD,2026-08-07,completed
TX0836,u1838,Canada,"CAD 16,000.00",CAD,2026-08-08,Pending
TX0837,u1839,Australia,"A$14,500.00",AUD,2026-08-09,Completed
TX0838,u1840,New Zealand,"NZ$6,400.00",NZD,2026-08-10,Failed
TX0839,u1841,Singapore,"S$17,000.00",SGD,2026-08-11,completed
TX0840,u1842,Malaysia,"RM 18,000.00",MYR,2026-08-12,Pending
TX0841,u1843,Thailand,"฿320,000",THB,2026-08-13,Completed
TX0842,u1844,Indonesia,"Rp 150,000,000",IDR,2026-08-14,Failed
TX0843,u1845,Philippines,"₱330,000",PHP,2026-08-15,completed
TX0844,u1846,Vietnam,"₫160,000,000",VND,2026-08-16,Pending
TX0845,u1847,Brazil,"R$ 16,000.00",BRL,2026-08-17,Completed
TX0846,u1848,Argentina,"ARS 180,000.00",ARS,2026-08-18,Failed
TX0847,u1849,Chile,"CLP 6,800,000",CLP,2026-08-19,completed
TX0848,u1850,Peru,"S/ 17,000.00",PEN,2026-08-20,Pending
TX0849,u1851,Colombia,"COP 31,000,000",COP,2026-08-21,Completed
TX0850,u1852,Mexico,"$6,800.00",USD,2026-08-22,Failed
TX0851,u1853,United States,"$3,900.00",USD,2026-08-23,completed
TX0852,u1854,United Kingdom,"£3,400.00",GBP,2026-08-24,Pending
TX0853,u1855,Germany,"€3,500.00",EUR,2026-08-25,Completed
TX0854,u1856,France,"4.500,00",EUR,2026-08-26,Failed
TX0855,u1857,Italy,"€3,300.00",EUR,2026-08-27,completed
TX0856,u1858,Spain,"4.000,00",EUR,2026-08-28,Pending
TX0857,u1859,Portugal,"€3,100.00",EUR,2026-08-29,Completed
TX0858,u1860,Netherlands,"4.100,00",EUR,2026-08-30,Failed
TX0859,u1861,Belgium,"€3,300.00",EUR,2026-08-31,completed
TX0860,u1862,Austria,"€1,750.00",EUR,2026-09-01,Pending
TX0861,u1863,Japan,"¥1,500,000",JPY,2026-09-02,Completed
TX0862,u1864,India,"₹620,000.00",INR,2026-09-03,Failed
TX0863,u1865,China,"¥350,000",JPY,2026-09-04,completed
TX0864,u1866,South Korea,"₩14,500,000",KRW,2026-09-05,Pending
TX0865,u1867,United States,"$29,000.00",USD,2026-09-06,Completed
TX0866,u1868,Canada,"CAD 16,500.00",CAD,2026-09-07,Failed
TX0867,u1869,Australia,"A$15,000.00",AUD,2026-09-08,completed
TX0868,u1870,New Zealand,"NZ$6,600.00",NZD,2026-09-09,Pending
TX0869,u1871,Singapore,"S$17,500.00",SGD,2026-09-10,Completed
TX0870,u1872,Malaysia,"RM 18,500.00",MYR,2026-09-11,Failed
TX0871,u1873,Thailand,"฿330,000",THB,2026-09-12,completed
TX0872,u1874,Indonesia,"Rp 155,000,000",IDR,2026-09-13,Pending
TX0873,u1875,Philippines,"₱340,000",PHP,2026-09-14,Completed
TX0874,u1876,Vietnam,"₫165,000,000",VND,2026-09-15,Failed
TX0875,u1877,Brazil,"R$ 16,500.00",BRL,2026-09-16,completed
TX0876,u1878,Argentina,"ARS 185,000.00",ARS,2026-09-17,Pending
TX0877,u1879,Chile,"CLP 7,000,000",CLP,2026-09-18,Completed
TX0878,u1880,Peru,"S/ 17,500.00",PEN,2026-09-19,Failed
TX0879,u1881,Colombia,"COP 32,000,000",COP,2026-09-20,completed
TX0880,u1882,Mexico,"$7,000.00",USD,2026-09-21,Pending
TX0881,u1883,United States,"$4,000.00",USD,2026-09-22,Completed
TX0882,u1884,United Kingdom,"£3,500.00",GBP,2026-09-23,Failed
TX0883,u1885,Germany,"€3,600.00",EUR,2026-09-24,completed
TX0884,u1886,France,"4.600,00",EUR,2026-09-25,Pending
TX0885,u1887,Italy,"€3,400.00",EUR,2026-09-26,Completed
TX0886,u1888,Spain,"4.100,00",EUR,2026-09-27,Failed
TX0887,u1889,Portugal,"€3,200.00",EUR,2026-09-28,completed
TX0888,u1890,Netherlands,"4.200,00",EUR,2026-09-29,Pending
TX0889,u1891,Belgium,"€3,400.00",EUR,2026-09-30,Completed
TX0890,u1892,Austria,"€1,800.00",EUR,2026-10-01,Failed
TX0891,u1893,Japan,"¥1,550,000",JPY,2026-10-02,completed
TX0892,u1894,India,"₹640,000.00",INR,2026-10-03,Pending
TX0893,u1895,China,"¥360,000",JPY,2026-10-04,Completed
TX0894,u1896,South Korea,"₩15,000,000",KRW,2026-10-05,Failed
TX0895,u1897,United States,"$30,000.00",USD,2026-10-06,completed
TX0896,u1898,Canada,"CAD 17,000.00",CAD,2026-10-07,Pending
TX0897,u1899,Australia,"A$15,500.00",AUD,2026-10-08,Completed
TX0898,u1900,New Zealand,"NZ$6,800.00",NZD,2026-10-09,Failed
TX0899,u1901,Singapore,"S$18,000.00",SGD,2026-10-10,completed
TX0900,u1902,Malaysia,"RM 19,000.00",MYR,2026-10-11,Pending
TX0901,u1903,Thailand,"฿340,000",THB,2026-10-12,Completed
TX0902,u1904,Indonesia,"Rp 160,000,000",IDR,2026-10-13,Failed
TX0903,u1905,Philippines,"₱350,000",PHP,2026-10-14,completed
TX0904,u1906,Vietnam,"₫170,000,000",VND,2026-10-15,Pending
TX0905,u1907,Brazil,"R$ 17,000.00",BRL,2026-10-16,Completed
TX0906,u1908,Argentina,"ARS 190,000.00",ARS,2026-10-17,Failed
TX0907,u1909,Chile,"CLP 7,200,000",CLP,2026-10-18,completed
TX0908,u1910,Peru,"S/ 18,000.00",PEN,2026-10-19,Pending
TX0909,u1911,Colombia,"COP 33,000,000",COP,2026-10-20,Completed
TX0910,u1912,Mexico,"$7,200.00",USD,2026-10-21,Failed
TX0911,u1913,United States,"$4,100.00",USD,2026-10-22,completed
TX0912,u1914,United Kingdom,"£3,600.00",GBP,2026-10-23,Pending
TX0913,u1915,Germany,"€3,700.00",EUR,2026-10-24,Completed
TX0914,u1916,France,"4.700,00",EUR,2026-10-25,Failed
TX0915,u1917,Italy,"€3,500.00",EUR,2026-10-26,completed
TX0916,u1918,Spain,"4.200,00",EUR,2026-10-27,Pending
TX0917,u1919,Portugal,"€3,300.00",EUR,2026-10-28,Completed
TX0918,u1920,Netherlands,"4.300,00",EUR,2026-10-29,Failed
TX0919,u1921,Belgium,"€3,500.00",EUR,2026-10-30,completed
TX0920,u1922,Austria,"€1,850.00",EUR,2026-10-31,Pending
TX0921,u1923,Japan,"¥1,600,000",JPY,2026-11-01,Completed
TX0922,u1924,India,"₹660,000.00",INR,2026-11-02,Failed
TX0923,u1925,China,"¥370,000",JPY,2026-11-03,completed
TX0924,u1926,South Korea,"₩15,500,000",KRW,2026-11-04,Pending
TX0925,u1927,United States,"$31,000.00",USD,2026-11-05,Completed
TX0926,u1928,Canada,"CAD 17,500.00",CAD,2026-11-06,Failed
TX0927,u1929,Australia,"A$16,000.00",AUD,2026-11-07,completed
TX0928,u1930,New Zealand,"NZ$7,000.00",NZD,2026-11-08,Pending
TX0929,u1931,Singapore,"S$18,500.00",SGD,2026-11-09,Completed
TX0930,u1932,Malaysia,"RM 19,500.00",MYR,2026-11-10,Failed
TX0931,u1933,Thailand,"฿350,000",THB,2026-11-11,completed
TX0932,u1934,Indonesia,"Rp 165,000,000",IDR,2026-11-12,Pending
TX0933,u1935,Philippines,"₱360,000",PHP,2026-11-13,Completed
TX0934,u1936,Vietnam,"₫175,000,000",VND,2026-11-14,Failed
TX0935,u1937,Brazil,"R$ 17,500.00",BRL,2026-11-15,completed
TX0936,u1938,Argentina,"ARS 195,000.00",ARS,2026-11-16,Pending
TX0937,u1939,Chile,"CLP 7,400,000",CLP,2026-11-17,Completed
TX0938,u1940,Peru,"S/ 18,500.00",PEN,2026-11-18,Failed
TX0939,u1941,Colombia,"COP 34,000,000",COP,2026-11-19,completed
TX0940,u1942,Mexico,"$7,400.00",USD,2026-11-20,Pending
TX0941,u1943,United States,"$4,200.00",USD,2026-11-21,Completed
TX0942,u1944,United Kingdom,"£3,700.00",GBP,2026-11-22,Failed
TX0943,u1945,Germany,"€3,800.00",EUR,2026-11-23,completed
TX0944,u1946,France,"4.800,00",EUR,2026-11-24,Pending
TX0945,u1947,Italy,"€3,600.00",EUR,2026-11-25,Completed
TX0946,u1948,Spain,"4.300,00",EUR,2026-11-26,Failed
TX0947,u1949,Portugal,"€3,400.00",EUR,2026-11-27,completed
TX0948,u1950,Netherlands,"4.400,00",EUR,2026-11-28,Pending
TX0949,u1951,Belgium,"€3,600.00",EUR,2026-11-29,Completed
TX0950,u1952,Austria,"€1,900.00",EUR,2026-11-30,Failed
TX0951,u1953,Japan,"¥1,650,000",JPY,2026-12-01,completed
TX0952,u1954,India,"₹680,000.00",INR,2026-12-02,Pending
TX0953,u1955,China,"¥380,000",JPY,2026-12-03,Completed
TX0954,u1956,South Korea,"₩16,000,000",KRW,2026-12-04,Failed
TX0955,u1957,United States,"$32,000.00",USD,2026-12-05,completed
TX0956,u1958,Canada,"CAD 18,000.00",CAD,2026-12-06,Pending
TX0957,u1959,Australia,"A$16,500.00",AUD,2026-12-07,Completed
TX0958,u1960,New Zealand,"NZ$7,200.00",NZD,2026-12-08,Failed
TX0959,u1961,Singapore,"S$19,000.00",SGD,2026-12-09,completed
TX0960,u1962,Malaysia,"RM 20,000.00",MYR,2026-12-10,Pending
TX0961,u1963,Thailand,"฿360,000",THB,2026-12-11,Completed
TX0962,u1964,Indonesia,"Rp 170,000,000",IDR,2026-12-12,Failed
TX0963,u1965,Philippines,"₱370,000",PHP,2026-12-13,completed
TX0964,u1966,Vietnam,"₫180,000,000",VND,2026-12-14,Pending
TX0965,u1967,Brazil,"R$ 18,000.00",BRL,2026-12-15,Completed
TX0966,u1968,Argentina,"ARS 200,000.00",ARS,2026-12-16,Failed
TX0967,u1969,Chile,"CLP 7,600,000",CLP,2026-12-17,completed
TX0968,u1970,Peru,"S/ 19,000.00",PEN,2026-12-18,Pending
TX0969,u1971,Colombia,"COP 35,000,000",COP,2026-12-19,Completed
TX0970,u1972,Mexico,"$7,600.00",USD,2026-12-20,Failed
TX0971,u1973,United States,"$4,300.00",USD,2026-12-21,completed
TX0972,u1974,United Kingdom,"£3,800.00",GBP,2026-12-22,Pending
TX0973,u1975,Germany,"€3,900.00",EUR,2026-12-23,Completed
TX0974,u1976,France,"4.900,00",EUR,2026-12-24,Failed
TX0975,u1977,Italy,"€3,700.00",EUR,2026-12-25,completed
TX0976,u1978,Spain,"4.400,00",EUR,2026-12-26,Pending
TX0977,u1979,Portugal,"€3,500.00",EUR,2026-12-27,Completed
TX0978,u1980,Netherlands,"4.500,00",EUR,2026-12-28,Failed
TX0979,u1981,Belgium,"€3,700.00",EUR,2026-12-29,completed
TX0980,u1982,Austria,"€2,000.00",EUR,2026-12-30,Pending
TX0981,u1983,Japan,"¥1,700,000",JPY,2027-01-01,Completed
TX0982,u1984,India,"₹700,000.00",INR,2027-01-02,Failed
TX0983,u1985,China,"¥400,000",JPY,2027-01-03,completed
TX0984,u1986,South Korea,"₩17,000,000",KRW,2027-01-04,Pending
TX0985,u1987,United States,"$35,000.00",USD,2027-01-05,Completed
TX0986,u1988,Canada,"CAD 19,500.00",CAD,2027-01-06,Failed
TX0987,u1989,Australia,"A7,000.00",AUD,2027-01-07,completed
TX0988,u1990,New Zealand,"NZ$7,500.00",NZD,2027-01-08,Pending
TX0989,u1991,Singapore,"S$21,000.00",SGD,2027-01-09,Completed
TX0990,u1992,Malaysia,"RM 22,000.00",MYR,2027-01-10,Failed
TX0991,u1993,Thailand,"฿380,000",THB,2027-01-11,completed
TX0992,u1994,Indonesia,"Rp 180,000,000",IDR,2027-01-12,Pending
TX0993,u1995,Philippines,"₱400,000",PHP,2027-01-13,Completed
TX0994,u1996,Vietnam,"₫190,000,000",VND,2027-01-14,Failed
TX0995,u1997,Brazil,"R$ 19,500.00",BRL,2027-01-15,completed
TX0996,u1998,Argentina,"ARS 220,000.00",ARS,2027-01-16,Pending
TX0997,u1999,Chile,"CLP 8,000,000",CLP,2027-01-17,Completed
TX0998,u2000,Peru,"S/ 21,000.00",PEN,2027-01-18,Failed
TX0999,u2001,Colombia,"COP 40,000,000",COP,2027-01-19,completed
TX1000,u2002,Mexico,"$8,000.00",USD,2027-01-20,Pending
